"feature","frequency","rank","docfreq","group"
"presumption",1,16464,1,"all"
"vereker",1,16464,1,"all"
"susie",1,16464,1,"all"
"duster",1,16464,1,"all"
"ww2",1,16464,1,"all"
"depresses",1,16464,1,"all"
"jen’s",1,16464,1,"all"
"viper",1,16464,1,"all"
"anti-technology",1,16464,1,"all"
"loyal-girlfriend-state-of-mind",1,16464,1,"all"
"flirty",1,16464,1,"all"
"vl",1,16464,1,"all"
"cefalo",1,16464,1,"all"
"rc",1,16464,1,"all"
"cohort",1,16464,1,"all"
"repro",1,16464,1,"all"
"790-795",1,16464,1,"all"
"peggy",1,16464,1,"all"
"pleasants",1,16464,1,"all"
"bersih",1,16464,1,"all"
"pampas",1,16464,1,"all"
"madagascar",1,16464,1,"all"
"paraguay",1,16464,1,"all"
"pounce",1,16464,1,"all"
"kenyans",1,16464,1,"all"
"lingo",1,16464,1,"all"
"signposts",1,16464,1,"all"
"barleywine",1,16464,1,"all"
"arlo",1,16464,1,"all"
"usdla",1,16464,1,"all"
"coltrane",1,16464,1,"all"
"mil",1,16464,1,"all"
"dpcm",1,16464,1,"all"
"thing’s",1,16464,1,"all"
"beardy",1,16464,1,"all"
"moons",1,16464,1,"all"
"nebulae",1,16464,1,"all"
"neutron",1,16464,1,"all"
"binary",1,16464,1,"all"
"supernovae",1,16464,1,"all"
"galaxies",1,16464,1,"all"
"cetera",1,16464,1,"all"
"vandalism",1,16464,1,"all"
"spray-painting",1,16464,1,"all"
"anarchist",1,16464,1,"all"
"multimedia",1,16464,1,"all"
"alina",1,16464,1,"all"
"nantwich",1,16464,1,"all"
"ninja",1,16464,1,"all"
"sonko",1,16464,1,"all"
"soares",1,16464,1,"all"
"pre-match",1,16464,1,"all"
"moult",1,16464,1,"all"
"by-product",1,16464,1,"all"
"midwifery",1,16464,1,"all"
"demonising",1,16464,1,"all"
"interventions",1,16464,1,"all"
"shopvac",1,16464,1,"all"
"chimney",1,16464,1,"all"
"chim",1,16464,1,"all"
"chimeny",1,16464,1,"all"
"charoo",1,16464,1,"all"
"abhisit",1,16464,1,"all"
"msm",1,16464,1,"all"
"esl",1,16464,1,"all"
"preformed",1,16464,1,"all"
"worshiping",1,16464,1,"all"
"salt-",1,16464,1,"all"
"jacked",1,16464,1,"all"
"traces",1,16464,1,"all"
"paganism",1,16464,1,"all"
"gardnerian",1,16464,1,"all"
"alexandrian",1,16464,1,"all"
"examines",1,16464,1,"all"
"valiente",1,16464,1,"all"
"crowthers",1,16464,1,"all"
"pickingill",1,16464,1,"all"
"jim-",1,16464,1,"all"
"anthropic",1,16464,1,"all"
"blazed",1,16464,1,"all"
"elmo",1,16464,1,"all"
"preached",1,16464,1,"all"
"sermons",1,16464,1,"all"
"lorrie",1,16464,1,"all"
"anagrams",1,16464,1,"all"
"self-help",1,16464,1,"all"
"caylee",1,16464,1,"all"
"brier",1,16464,1,"all"
"twigs",1,16464,1,"all"
"fox-foot-fossils",1,16464,1,"all"
"infecting",1,16464,1,"all"
"vaccinated",1,16464,1,"all"
"unvaccinated",1,16464,1,"all"
"pertussis",1,16464,1,"all"
"demonizing",1,16464,1,"all"
"procrastinating",1,16464,1,"all"
"formalisation",1,16464,1,"all"
"kalam",1,16464,1,"all"
"hypothetical",1,16464,1,"all"
"virulently",1,16464,1,"all"
"homophobic",1,16464,1,"all"
"misogynistic",1,16464,1,"all"
"cowardice",1,16464,1,"all"
"jeers",1,16464,1,"all"
"comedy-can-be-edgy",1,16464,1,"all"
"wittily",1,16464,1,"all"
"dismantled",1,16464,1,"all"
"morgan’s",1,16464,1,"all"
"manufactures",1,16464,1,"all"
"ultrabrite",1,16464,1,"all"
"needless",1,16464,1,"all"
"crowbar",1,16464,1,"all"
"forehead",1,16464,1,"all"
"freshness",1,16464,1,"all"
"incurable",1,16464,1,"all"
"wah",1,16464,1,"all"
"big-headed",1,16464,1,"all"
"vine-like",1,16464,1,"all"
"grin",1,16464,1,"all"
"dodged",1,16464,1,"all"
"lun",1,16464,1,"all"
"courageous",1,16464,1,"all"
"alumnae",1,16464,1,"all"
"babson",1,16464,1,"all"
"porters",1,16464,1,"all"
"ticket-takers",1,16464,1,"all"
"normalcy",1,16464,1,"all"
"pair’s",1,16464,1,"all"
"spurts",1,16464,1,"all"
"privy",1,16464,1,"all"
"reexamine",1,16464,1,"all"
"nos",1,16464,1,"all"
"culutre",1,16464,1,"all"
"rober",1,16464,1,"all"
"franprix",1,16464,1,"all"
"tactile",1,16464,1,"all"
"realign",1,16464,1,"all"
"fdr",1,16464,1,"all"
"libertarians",1,16464,1,"all"
"panics",1,16464,1,"all"
"recessions",1,16464,1,"all"
"depressions",1,16464,1,"all"
"isolationism",1,16464,1,"all"
"realignments",1,16464,1,"all"
"beantown",1,16464,1,"all"
"cara’s",1,16464,1,"all"
"auctioned",1,16464,1,"all"
"4-6th",1,16464,1,"all"
"sprawled",1,16464,1,"all"
"34-vote",1,16464,1,"all"
"reverses",1,16464,1,"all"
"eight-vote",1,16464,1,"all"
"truckloads",1,16464,1,"all"
"misreporting",1,16464,1,"all"
"affidavits",1,16464,1,"all"
"establishing",1,16464,1,"all"
"duplicate",1,16464,1,"all"
"disprove",1,16464,1,"all"
"babyboy",1,16464,1,"all"
"missmas",1,16464,1,"all"
"outpits",1,16464,1,"all"
"scorned",1,16464,1,"all"
"emulated",1,16464,1,"all"
"kanyaka",1,16464,1,"all"
"tran",1,16464,1,"all"
"seminarian",1,16464,1,"all"
"varney",1,16464,1,"all"
"homily",1,16464,1,"all"
"minimize",1,16464,1,"all"
"boden",1,16464,1,"all"
"non-boden",1,16464,1,"all"
"chortle",1,16464,1,"all"
"tangles",1,16464,1,"all"
"knots",1,16464,1,"all"
"rab",1,16464,1,"all"
"threadbare",1,16464,1,"all"
"litmus",1,16464,1,"all"
"watman",1,16464,1,"all"
"laban",1,16464,1,"all"
"bamako’s",1,16464,1,"all"
"destabilizing",1,16464,1,"all"
"junta",1,16464,1,"all"
"waning",1,16464,1,"all"
"clicking",1,16464,1,"all"
"how-to-be-a-groovy-mum",1,16464,1,"all"
"most-excellent",1,16464,1,"all"
"fellow-blogger",1,16464,1,"all"
"shortcrust",1,16464,1,"all"
"blog-love",1,16464,1,"all"
"top-ten",1,16464,1,"all"
"cheever",1,16464,1,"all"
"toodelipip",1,16464,1,"all"
"eila",1,16464,1,"all"
"bysshe",1,16464,1,"all"
"shelley’s",1,16464,1,"all"
"hutchence",1,16464,1,"all"
"week-primarily",1,16464,1,"all"
"volyn",1,16464,1,"all"
"bagration",1,16464,1,"all"
"brest",1,16464,1,"all"
"magnush",1,16464,1,"all"
"bridgehead",1,16464,1,"all"
"warsaw",1,16464,1,"all"
"altdam",1,16464,1,"all"
"stettin",1,16464,1,"all"
"canaanites",1,16464,1,"all"
"amalekites",1,16464,1,"all"
"wearable",1,16464,1,"all"
"gutteridge",1,16464,1,"all"
"twirlybeads",1,16464,1,"all"
"katali",1,16464,1,"all"
"hrt",1,16464,1,"all"
"300m",1,16464,1,"all"
"namibia",1,16464,1,"all"
"peruse",1,16464,1,"all"
"next-reads",1,16464,1,"all"
"perusal",1,16464,1,"all"
"oasis",1,16464,1,"all"
"relational",1,16464,1,"all"
"swimsuit",1,16464,1,"all"
"renault",1,16464,1,"all"
"prost",1,16464,1,"all"
"mansell",1,16464,1,"all"
"indycars",1,16464,1,"all"
"senna’s",1,16464,1,"all"
"forty-one",1,16464,1,"all"
"fw16",1,16464,1,"all"
"schumacher’s",1,16464,1,"all"
"benetton",1,16464,1,"all"
"hakkinen",1,16464,1,"all"
"imola",1,16464,1,"all"
"over-represented",1,16464,1,"all"
"shortlists",1,16464,1,"all"
"branford",1,16464,1,"all"
"boase",1,16464,1,"all"
"booktrust",1,16464,1,"all"
"ukla",1,16464,1,"all"
"carnegie-winning",1,16464,1,"all"
"iboy",1,16464,1,"all"
"barraclough",1,16464,1,"all"
"rarity",1,16464,1,"all"
"clover",1,16464,1,"all"
"versamagic",1,16464,1,"all"
"#21",1,16464,1,"all"
"lss",1,16464,1,"all"
"architecturally",1,16464,1,"all"
"howe",1,16464,1,"all"
"typology",1,16464,1,"all"
"skyline",1,16464,1,"all"
"gillespie",1,16464,1,"all"
"westbank",1,16464,1,"all"
"doctor-recommended",1,16464,1,"all"
"movicol",1,16464,1,"all"
"averse",1,16464,1,"all"
"aspiration",1,16464,1,"all"
"darfur",1,16464,1,"all"
"congo",1,16464,1,"all"
"polanski’s",1,16464,1,"all"
"compulsions",1,16464,1,"all"
"cancellieri",1,16464,1,"all"
"lasagne",1,16464,1,"all"
"problems-i",1,16464,1,"all"
"afrikaner",1,16464,1,"all"
"demonized",1,16464,1,"all"
"unsweetened",1,16464,1,"all"
"hoaxes",1,16464,1,"all"
"santelli",1,16464,1,"all"
"impetus",1,16464,1,"all"
"handelsgericht",1,16464,1,"all"
"wien",1,16464,1,"all"
"ecj",1,16464,1,"all"
"urhg",1,16464,1,"all"
"remuneration",1,16464,1,"all"
"waivable",1,16464,1,"all"
"gluttonous",1,16464,1,"all"
"divulge",1,16464,1,"all"
"aprons",1,16464,1,"all"
"bridles",1,16464,1,"all"
"pillowcases",1,16464,1,"all"
"ageing",1,16464,1,"all"
"untrumpeted",1,16464,1,"all"
"low-carbon-impact",1,16464,1,"all"
"omission",1,16464,1,"all"
"herbicides",1,16464,1,"all"
"multinationals",1,16464,1,"all"
"empowered",1,16464,1,"all"
"starburst",1,16464,1,"all"
"moonglow",1,16464,1,"all"
"gesso",1,16464,1,"all"
"stencilled",1,16464,1,"all"
"horrow",1,16464,1,"all"
"alfonso",1,16464,1,"all"
"dayglo",1,16464,1,"all"
"varying",1,16464,1,"all"
"spikey",1,16464,1,"all"
"mopane",1,16464,1,"all"
"rukeyser",1,16464,1,"all"
"harvard’s",1,16464,1,"all"
"mitx",1,16464,1,"all"
"circuits",1,16464,1,"all"
"enrolling",1,16464,1,"all"
"indignant",1,16464,1,"all"
"fightback",1,16464,1,"all"
"bigwig",1,16464,1,"all"
"mitigate",1,16464,1,"all"
"idea-ology",1,16464,1,"all"
"tongkat",1,16464,1,"all"
"aphrodisiac",1,16464,1,"all"
"compatible",1,16464,1,"all"
"side-effect",1,16464,1,"all"
"drug-free",1,16464,1,"all"
"b-",1,16464,1,"all"
"needn’t",1,16464,1,"all"
"peeled",1,16464,1,"all"
"back-of-the-book",1,16464,1,"all"
"airmail",1,16464,1,"all"
"grandma's",1,16464,1,"all"
"snippet",1,16464,1,"all"
"hazur’s",1,16464,1,"all"
"newton’s",1,16464,1,"all"
"principia",1,16464,1,"all"
"fuelled",1,16464,1,"all"
"invulnerability",1,16464,1,"all"
"dizaei’s",1,16464,1,"all"
"asambhav",1,16464,1,"all"
"usain",1,16464,1,"all"
"co-fastest",1,16464,1,"all"
"wariner",1,16464,1,"all"
"healed",1,16464,1,"all"
"milers",1,16464,1,"all"
"intriguingly",1,16464,1,"all"
"post-disaster",1,16464,1,"all"
"greatness",1,16464,1,"all"
"opposes",1,16464,1,"all"
"proclaims",1,16464,1,"all"
"bosworth",1,16464,1,"all"
"horrors",1,16464,1,"all"
"inflicting",1,16464,1,"all"
"blinks",1,16464,1,"all"
"new-design",1,16464,1,"all"
"chassis",1,16464,1,"all"
"vibration",1,16464,1,"all"
"moshik",1,16464,1,"all"
"nadav",1,16464,1,"all"
"cheeky",1,16464,1,"all"
"ligatures",1,16464,1,"all"
"numeral",1,16464,1,"all"
"0s",1,16464,1,"all"
"headbanging",1,16464,1,"all"
"magnum",1,16464,1,"all"
"catley",1,16464,1,"all"
"revitalised",1,16464,1,"all"
"pomp",1,16464,1,"all"
"reinstatement",1,16464,1,"all"
"undcp",1,16464,1,"all"
"opium",1,16464,1,"all"
"cultivation",1,16464,1,"all"
"then-president",1,16464,1,"all"
"dessie",1,16464,1,"all"
"breeder",1,16464,1,"all"
"hadden",1,16464,1,"all"
"weems-botts",1,16464,1,"all"
"1750s",1,16464,1,"all"
"vestry",1,16464,1,"all"
"quantico",1,16464,1,"all"
"locke",1,16464,1,"all"
"botts",1,16464,1,"all"
"1790s",1,16464,1,"all"
"biographer",1,16464,1,"all"
"embellished",1,16464,1,"all"
"best-seller",1,16464,1,"all"
"ploys",1,16464,1,"all"
"originators",1,16464,1,"all"
"megalithic",1,16464,1,"all"
"stepdaughter",1,16464,1,"all"
"taekwondo",1,16464,1,"all"
"contagiously",1,16464,1,"all"
"mont",1,16464,1,"all"
"shawls",1,16464,1,"all"
"curieux-",1,16464,1,"all"
"polarizer",1,16464,1,"all"
"björk",1,16464,1,"all"
"flask",1,16464,1,"all"
"mead",1,16464,1,"all"
"floured",1,16464,1,"all"
"knead",1,16464,1,"all"
"btp",1,16464,1,"all"
"no-one's",1,16464,1,"all"
"bulletin",1,16464,1,"all"
"star-spangled",1,16464,1,"all"
"hair-care",1,16464,1,"all"
"ph",1,16464,1,"all"
"indicator",1,16464,1,"all"
"shyla’s",1,16464,1,"all"
"dad’s",1,16464,1,"all"
"tock",1,16464,1,"all"
"eng",1,16464,1,"all"
"chye",1,16464,1,"all"
"xypherous",1,16464,1,"all"
"stylus",1,16464,1,"all"
"summoner",1,16464,1,"all"
"ndaa",1,16464,1,"all"
"implodes",1,16464,1,"all"
"authorizes",1,16464,1,"all"
"selectively",1,16464,1,"all"
"suspend",1,16464,1,"all"
"habeas",1,16464,1,"all"
"corpus",1,16464,1,"all"
"dissidents",1,16464,1,"all"
"termed",1,16464,1,"all"
"hostilities",1,16464,1,"all"
"itself-the",1,16464,1,"all"
"bill-suggests",1,16464,1,"all"
"canter",1,16464,1,"all"
"off-farm",1,16464,1,"all"
"plutonium",1,16464,1,"all"
"doubted",1,16464,1,"all"
"transformative",1,16464,1,"all"
"ui",1,16464,1,"all"
"softy",1,16464,1,"all"
"eternally",1,16464,1,"all"
"vanish",1,16464,1,"all"
"disclaimer-",1,16464,1,"all"
"moises",1,16464,1,"all"
"esquenazi",1,16464,1,"all"
"a-typical-irish-tangent",1,16464,1,"all"
"naturopathy",1,16464,1,"all"
"naturopathic",1,16464,1,"all"
"summaries",1,16464,1,"all"
"clinical",1,16464,1,"all"
"white-haired",1,16464,1,"all"
"oldwheeler",1,16464,1,"all"
"idle",1,16464,1,"all"
"glittered",1,16464,1,"all"
"doo",1,16464,1,"all"
"hickey",1,16464,1,"all"
"woc",1,16464,1,"all"
"attachment",1,16464,1,"all"
"unsalted",1,16464,1,"all"
"titanic3d",1,16464,1,"all"
"non-combat",1,16464,1,"all"
"soldier’s",1,16464,1,"all"
"blasphemous",1,16464,1,"all"
"adolf",1,16464,1,"all"
"pbuh",1,16464,1,"all"
"magicians",1,16464,1,"all"
"intents",1,16464,1,"all"
"composti",1,16464,1,"all"
"nwf",1,16464,1,"all"
"coincidence",1,16464,1,"all"
"grissette",1,16464,1,"all"
"cornbread",1,16464,1,"all"
"higdon",1,16464,1,"all"
"elgin",1,16464,1,"all"
"hardscape",1,16464,1,"all"
"kai",1,16464,1,"all"
"subtract",1,16464,1,"all"
"subtracting",1,16464,1,"all"
"associative",1,16464,1,"all"
"distributive",1,16464,1,"all"
"algebraic",1,16464,1,"all"
"equations",1,16464,1,"all"
"isolate",1,16464,1,"all"
"exponents",1,16464,1,"all"
"forked",1,16464,1,"all"
"altho",1,16464,1,"all"
"chihuahua",1,16464,1,"all"
"peed",1,16464,1,"all"
"gushing",1,16464,1,"all"
"bonaly",1,16464,1,"all"
"anne's",1,16464,1,"all"
"sitter",1,16464,1,"all"
"dialogues",1,16464,1,"all"
"chipping",1,16464,1,"all"
"finder",1,16464,1,"all"
"dandruff",1,16464,1,"all"
"foisted",1,16464,1,"all"
"nobility",1,16464,1,"all"
"calved",1,16464,1,"all"
"issac",1,16464,1,"all"
"behaved",1,16464,1,"all"
"affiliated",1,16464,1,"all"
"calmness",1,16464,1,"all"
"almighty",1,16464,1,"all"
"walzingmouse",1,16464,1,"all"
"dug",1,16464,1,"all"
"introspective",1,16464,1,"all"
"family’s",1,16464,1,"all"
"spooky",1,16464,1,"all"
"mansion",1,16464,1,"all"
"dracula’s",1,16464,1,"all"
"standalone",1,16464,1,"all"
"devil's",1,16464,1,"all"
"emily-",1,16464,1,"all"
"nudes",1,16464,1,"all"
"self-funded",1,16464,1,"all"
"policing",1,16464,1,"all"
"paramilitaries",1,16464,1,"all"
"redesigning",1,16464,1,"all"
"blog’s",1,16464,1,"all"
"vibrant-colored",1,16464,1,"all"
"tagline",1,16464,1,"all"
"rohizah",1,16464,1,"all"
"heartburn-",1,16464,1,"all"
"cokes",1,16464,1,"all"
"pozole",1,16464,1,"all"
"pattinson’s",1,16464,1,"all"
"illegitimacy",1,16464,1,"all"
"could’ve",1,16464,1,"all"
"purr",1,16464,1,"all"
"wondrous",1,16464,1,"all"
"runwild",1,16464,1,"all"
"recycle",1,16464,1,"all"
"utc",1,16464,1,"all"
"napping",1,16464,1,"all"
"matthias",1,16464,1,"all"
"loras",1,16464,1,"all"
"dubuque",1,16464,1,"all"
"ex-imp",1,16464,1,"all"
"terrifies",1,16464,1,"all"
"ole",1,16464,1,"all"
"fresno",1,16464,1,"all"
"rainiers",1,16464,1,"all"
"doubting",1,16464,1,"all"
"cracker-jack",1,16464,1,"all"
"programmer",1,16464,1,"all"
"unicorn",1,16464,1,"all"
"glittering",1,16464,1,"all"
"euro-injunctions",1,16464,1,"all"
"critiquing",1,16464,1,"all"
"guncounter",1,16464,1,"all"
"sulk",1,16464,1,"all"
"chit",1,16464,1,"all"
"draz",1,16464,1,"all"
"tune-up",1,16464,1,"all"
"radiologist",1,16464,1,"all"
"gowns",1,16464,1,"all"
"ensembles",1,16464,1,"all"
"#29",1,16464,1,"all"
"day-drunk",1,16464,1,"all"
"do's",1,16464,1,"all"
"uzumaki",1,16464,1,"all"
"deformed",1,16464,1,"all"
"disturbing",1,16464,1,"all"
"unsettles",1,16464,1,"all"
"genitalia",1,16464,1,"all"
"pagecount",1,16464,1,"all"
"5x",1,16464,1,"all"
"tri-",1,16464,1,"all"
"x18",1,16464,1,"all"
"7x",1,16464,1,"all"
"boldness",1,16464,1,"all"
"rekindling",1,16464,1,"all"
"perfectionist",1,16464,1,"all"
"insomnia",1,16464,1,"all"
"baptists",1,16464,1,"all"
"presbyterians",1,16464,1,"all"
"nazarenes",1,16464,1,"all"
"evangelicals",1,16464,1,"all"
"hymn",1,16464,1,"all"
"brennag",1,16464,1,"all"
"julian",1,16464,1,"all"
"merrow-smith",1,16464,1,"all"
"vaucluse",1,16464,1,"all"
"soeren",1,16464,1,"all"
"kern",1,16464,1,"all"
"grading",1,16464,1,"all"
"brenton",1,16464,1,"all"
"brassneck",1,16464,1,"all"
"epilogue",1,16464,1,"all"
"thatcher's",1,16464,1,"all"
"marxist",1,16464,1,"all"
"dramatists",1,16464,1,"all"
"gallagher’s",1,16464,1,"all"
"melinda",1,16464,1,"all"
"dillion",1,16464,1,"all"
"byline",1,16464,1,"all"
"hogs",1,16464,1,"all"
"tracker’s",1,16464,1,"all"
"ridgeway",1,16464,1,"all"
"standing-room",1,16464,1,"all"
"wrist",1,16464,1,"all"
"queued",1,16464,1,"all"
"escarcega",1,16464,1,"all"
"pettigrew",1,16464,1,"all"
"junebug",1,16464,1,"all"
"nalluri",1,16464,1,"all"
"thierry",1,16464,1,"all"
"best-in-class",1,16464,1,"all"
"codeshare",1,16464,1,"all"
"jetblue’s",1,16464,1,"all"
"affording",1,16464,1,"all"
"wagged",1,16464,1,"all"
"afghan-led",1,16464,1,"all"
"gwennie",1,16464,1,"all"
"waisted",1,16464,1,"all"
"stillborn",1,16464,1,"all"
"capricorn",1,16464,1,"all"
"burdens",1,16464,1,"all"
"sombre",1,16464,1,"all"
"unfun",1,16464,1,"all"
"sloughing",1,16464,1,"all"
"anthropologists",1,16464,1,"all"
"early1960",1,16464,1,"all"
"vig",1,16464,1,"all"
"bishops",1,16464,1,"all"
"flock",1,16464,1,"all"
"flocks",1,16464,1,"all"
"congregations",1,16464,1,"all"
"ehrenreich",1,16464,1,"all"
"mid-term",1,16464,1,"all"
"moniker",1,16464,1,"all"
"werst",1,16464,1,"all"
"immortalized",1,16464,1,"all"
"thaw",1,16464,1,"all"
"burdastyle",1,16464,1,"all"
"alt’s",1,16464,1,"all"
"incarnations",1,16464,1,"all"
"non-fiction",1,16464,1,"all"
"eap",1,16464,1,"all"
"anise",1,16464,1,"all"
"earl-grey",1,16464,1,"all"
"clove",1,16464,1,"all"
"tiramisu",1,16464,1,"all"
"liquorice",1,16464,1,"all"
"szechwan",1,16464,1,"all"
"cardamon",1,16464,1,"all"
"specialities",1,16464,1,"all"
"mimosa",1,16464,1,"all"
"turntable",1,16464,1,"all"
"nook’s",1,16464,1,"all"
"enacting",1,16464,1,"all"
"self-doubt",1,16464,1,"all"
"waltzes",1,16464,1,"all"
"metro-north",1,16464,1,"all"
"commutes",1,16464,1,"all"
"dso",1,16464,1,"all"
"anc's",1,16464,1,"all"
"motions",1,16464,1,"all"
"unrepresentative",1,16464,1,"all"
"unaccountable",1,16464,1,"all"
"recollect",1,16464,1,"all"
"micro-manger",1,16464,1,"all"
"60-year",1,16464,1,"all"
"55-year-old",1,16464,1,"all"
"multi-million",1,16464,1,"all"
"never-t0-be-had-again",1,16464,1,"all"
"uncommitted",1,16464,1,"all"
"graduations",1,16464,1,"all"
"crafters",1,16464,1,"all"
"scrapping",1,16464,1,"all"
"honeycomb",1,16464,1,"all"
"nno",1,16464,1,"all"
"heart’s",1,16464,1,"all"
"all-embracing",1,16464,1,"all"
"replayability",1,16464,1,"all"
"annihilation",1,16464,1,"all"
"larboard",1,16464,1,"all"
"epitomize",1,16464,1,"all"
"abbreviate",1,16464,1,"all"
"non-linear",1,16464,1,"all"
"aberration",1,16464,1,"all"
"afore",1,16464,1,"all"
"bawled",1,16464,1,"all"
"policemen",1,16464,1,"all"
"aidan",1,16464,1,"all"
"rafferty",1,16464,1,"all"
"swishy",1,16464,1,"all"
"hugz",1,16464,1,"all"
"seminal",1,16464,1,"all"
"enclosures",1,16464,1,"all"
"unequal",1,16464,1,"all"
"bronson",1,16464,1,"all"
"nec",1,16464,1,"all"
"cubbyhole",1,16464,1,"all"
"aisles",1,16464,1,"all"
"must-have",1,16464,1,"all"
"unpacked",1,16464,1,"all"
"unseen",1,16464,1,"all"
"insightful",1,16464,1,"all"
"alphabetical",1,16464,1,"all"
"brigades",1,16464,1,"all"
"triage",1,16464,1,"all"
"sigourney",1,16464,1,"all"
"weaver's",1,16464,1,"all"
"collaborator",1,16464,1,"all"
"durang",1,16464,1,"all"
"hugelkulture",1,16464,1,"all"
"hugel",1,16464,1,"all"
"bodes",1,16464,1,"all"
"shillington",1,16464,1,"all"
"herald",1,16464,1,"all"
"weather’s",1,16464,1,"all"
"rierdon's",1,16464,1,"all"
"implicated",1,16464,1,"all"
"rierdon",1,16464,1,"all"
"mutated",1,16464,1,"all"
"laughable",1,16464,1,"all"
"cruddy",1,16464,1,"all"
"arc",1,16464,1,"all"
"shors",1,16464,1,"all"
"travellers",1,16464,1,"all"
"straws",1,16464,1,"all"
"freedom-fighters",1,16464,1,"all"
"israel’s",1,16464,1,"all"
"poptarts",1,16464,1,"all"
"tortillas",1,16464,1,"all"
"hazard",1,16464,1,"all"
"kiki",1,16464,1,"all"
"caturday",1,16464,1,"all"
"deepfrying",1,16464,1,"all"
"vada",1,16464,1,"all"
"dziekan",1,16464,1,"all"
"momma's",1,16464,1,"all"
"feverishly",1,16464,1,"all"
"pinewood",1,16464,1,"all"
"goodbyes",1,16464,1,"all"
"aviator",1,16464,1,"all"
"stark’s",1,16464,1,"all"
"fury",1,16464,1,"all"
"presences",1,16464,1,"all"
"discusses",1,16464,1,"all"
"postured",1,16464,1,"all"
"half-turned",1,16464,1,"all"
"smulders",1,16464,1,"all"
"organisations",1,16464,1,"all"
"newsnight",1,16464,1,"all"
"s136",1,16464,1,"all"
"clevelander",1,16464,1,"all"
"beachwood",1,16464,1,"all"
"well-meant",1,16464,1,"all"
"midwinter",1,16464,1,"all"
"kss",1,16464,1,"all"
"sprucing",1,16464,1,"all"
"spraypaint",1,16464,1,"all"
"spray-on",1,16464,1,"all"
"lamentably",1,16464,1,"all"
"pen-users",1,16464,1,"all"
"pen-user",1,16464,1,"all"
"neutering",1,16464,1,"all"
"microchipping",1,16464,1,"all"
"snipping",1,16464,1,"all"
"whir",1,16464,1,"all"
"shush",1,16464,1,"all"
"warble",1,16464,1,"all"
"workbench",1,16464,1,"all"
"tutting",1,16464,1,"all"
"murmuring",1,16464,1,"all"
"sniffles",1,16464,1,"all"
"unqualified",1,16464,1,"all"
"wizardry",1,16464,1,"all"
"dearest",1,16464,1,"all"
"exaggerate",1,16464,1,"all"
"davis's",1,16464,1,"all"
"sherry",1,16464,1,"all"
"awfully",1,16464,1,"all"
"reflex",1,16464,1,"all"
"toothbrush",1,16464,1,"all"
"vaporetto",1,16464,1,"all"
"bora",1,16464,1,"all"
"pounced",1,16464,1,"all"
"pummelling",1,16464,1,"all"
"crackled",1,16464,1,"all"
"crouched",1,16464,1,"all"
"musty",1,16464,1,"all"
"forays",1,16464,1,"all"
"bafana",1,16464,1,"all"
"3301-b",1,16464,1,"all"
"wargaming",1,16464,1,"all"
"ojt",1,16464,1,"all"
"eoc",1,16464,1,"all"
"theophylact",1,16464,1,"all"
"exegetically",1,16464,1,"all"
"christology",1,16464,1,"all"
"analogize",1,16464,1,"all"
"incredulous",1,16464,1,"all"
"culpability",1,16464,1,"all"
"schrader",1,16464,1,"all"
"nikitina",1,16464,1,"all"
"tw",1,16464,1,"all"
"chashchin",1,16464,1,"all"
"nikanov",1,16464,1,"all"
"odland",1,16464,1,"all"
"nieboer",1,16464,1,"all"
"refinery",1,16464,1,"all"
"andrology",1,16464,1,"all"
"suppl",1,16464,1,"all"
"calming",1,16464,1,"all"
"passive-aggressive",1,16464,1,"all"
"myriad",1,16464,1,"all"
"indies",1,16464,1,"all"
"uwi",1,16464,1,"all"
"professors",1,16464,1,"all"
"barbados",1,16464,1,"all"
"torpedo",1,16464,1,"all"
"condominium",1,16464,1,"all"
"chancery",1,16464,1,"all"
"stresses",1,16464,1,"all"
"wisc",1,16464,1,"all"
"abeba",1,16464,1,"all"
"gov't",1,16464,1,"all"
"abeba's",1,16464,1,"all"
"mustering",1,16464,1,"all"
"bbe",1,16464,1,"all"
"ptrotected",1,16464,1,"all"
"snoopy",1,16464,1,"all"
"chimes",1,16464,1,"all"
"ambivalence",1,16464,1,"all"
"fist-fuck",1,16464,1,"all"
"hummingbirds",1,16464,1,"all"
"swaths",1,16464,1,"all"
"winging-it",1,16464,1,"all"
"jackson’s",1,16464,1,"all"
"compilation",1,16464,1,"all"
"splashes",1,16464,1,"all"
"unstick",1,16464,1,"all"
"mustache",1,16464,1,"all"
"chicken-flavored",1,16464,1,"all"
"mmmm",1,16464,1,"all"
